Id,Fecha,Estación,Tipo_Combustible,Litros_Vendidos,Precio_Unitario,Total_Venta,Tipo_Vehículo,Monto_Pagado,Método_Pago,Placa_Vehículo,Hora_Venta,Cliente_Frecuente
1452,08-31-24,TEISA 1,Extra,24.78,2.4,59.47,Bus,59.46,Transferencia,KLM-4321,21.0:27,No
1453,08-31-24,TEISA 1,Súper,19.24,3.1,59.64,Camioneta,59.64,Tarjeta,KLM-4321,21.0:24,Sí
1454,09-01-24,TEISA 2,Diésel,15.21,1.8,27.38,Bus,27.37,Transferencia,XYZ-5678,15.0:41,No
1455,09-01-24,TEISA 2,Súper,55.15,3.1,170.97,Bus,170.96,Efectivo,Unidad 404,8.0:33,Sí
1456,09-01-24,TEISA 1,Súper,12.17,3.1,37.73,Bus,37.73,Efectivo,ABC-1234,9.0:17,No
1457,09-01-24,TEISA 1,Diésel,17.94,1.8,32.29,Camioneta,32.3,Efectivo,XYZ-5678,9.0:26,Sí
1458,09-01-24,TEISA 1,Extra,6.93,2.4,16.63,Bus,16.63,Tarjeta,ABC-1234,9.0:37,Sí
1459,09-01-24,TEISA 1,Extra,14.03,2.4,33.67,SUV,33.67,Transferencia,XYZ-5678,17.000001,No
1460,09-01-24,TEISA 2,Extra,28.78,2.4,69.07,Sedán,69.07,Transferencia,KLM-4321,8.0:49,Sí
1461,09-02-24,TEISA 1,Extra,19.45,2.4,46.68,Motocicleta,46.67,Tarjeta,KLM-4321,13.000004,Sí
1462,09-02-24,TEISA 1,Extra,15.02,2.4,36.05,Motocicleta,36.05,Transferencia,TUV-8765,14.0:39,No
1463,09-02-24,TEISA 1,Súper,11.2,3.1,34.72,Motocicleta,34.72,Tarjeta,TUV-8765,11.000007,No
1464,09-02-24,TEISA 1,Extra,25.73,2.4,61.75,Motocicleta,61.75,Tarjeta,KLM-4321,12.0:29,Sí
1465,09-02-24,TEISA 1,Súper,10.36,3.1,32.12,Motocicleta,32.13,Transferencia,ABC-1234,19.0000000,No
1466,09-03-24,TEISA 2,Extra,61.43,2.4,147.43,Bus,147.43,Efectivo,Unidad 202,12.0:37,Sí
1467,09-03-24,TEISA 1,Diésel,58.68,1.8,105.62,Bus,105.62,Transferencia,Unidad 101,5.0:17,Sí
1468,09-03-24,TEISA 1,Diésel,30.27,1.8,54.49,SUV,54.49,Transferencia,TUV-8765,5.0:37,Sí
1469,09-03-24,TEISA 1,Extra,67.53,2.4,162.07,Bus,162.06,Tarjeta,Unidad 202,14.0:17,Sí
1470,09-03-24,TEISA 2,Diésel,6.88,1.8,12.38,Bus,12.38,Tarjeta,KLM-4321,16.0:43,Sí
1471,09-03-24,TEISA 2,Extra,76.9,2.4,184.56,Bus,184.57,Tarjeta,Unidad 202,10.000006,Sí
1472,09-03-24,TEISA 2,Súper,20.12,3.1,62.37,Camioneta,62.38,Tarjeta,XYZ-5678,8.0:24,Sí
1473,09-03-24,TEISA 1,Súper,10.41,3.1,32.27,Sedán,32.27,Efectivo,XYZ-5678,20.0:54,No
1474,09-04-24,TEISA 1,Extra,13.9,2.4,33.36,Camioneta,33.37,Tarjeta,TUV-8765,14.0:24,Sí
1475,09-04-24,TEISA 1,Diésel,5.57,1.8,10.03,Motocicleta,10.02,Transferencia,XYZ-5678,19.000009,No
1476,09-04-24,TEISA 1,Súper,5.76,3.1,17.86,SUV,17.85,Transferencia,TUV-8765,17.0:54,Sí
1477,09-04-24,TEISA 1,Extra,9.85,2.4,23.64,Camioneta,23.63,Transferencia,KLM-4321,6.0:39,No
1478,09-05-24,TEISA 1,Diésel,6.14,1.8,11.05,Motocicleta,11.05,Tarjeta,XYZ-5678,7.0:28,No
1479,09-05-24,TEISA 1,Diésel,17.61,1.8,31.7,Sedán,31.7,Transferencia,XYZ-5678,17.0:33,No
1480,09-05-24,TEISA 2,Extra,8.27,2.4,19.85,Bus,19.85,Tarjeta,ABC-1234,10.0:14,Sí
1481,09-05-24,TEISA 1,Súper,64.28,3.1,199.27,Bus,199.28,Efectivo,Unidad 202,14.0:47,Sí
1482,09-06-24,TEISA 1,Extra,24.1,2.4,57.84,Camioneta,57.85,Efectivo,XYZ-5678,8.0:32,Sí
1483,09-06-24,TEISA 1,Súper,7.85,3.1,24.34,Camioneta,24.34,Efectivo,TUV-8765,13.0:57,No
1484,09-06-24,TEISA 2,Diésel,83.56,1.8,150.41,Bus,150.41,Efectivo,Unidad 404,6.0:31,Sí
1485,09-06-24,TEISA 1,Súper,5.23,3.1,16.21,Sedán,16.22,Efectivo,TUV-8765,20.000002,No
1486,09-06-24,TEISA 1,Súper,5.34,3.1,16.55,Camioneta,16.54,Efectivo,ABC-1234,20.0:15,No
1487,09-07-24,TEISA 1,Extra,29.5,2.4,70.8,Motocicleta,70.79,Tarjeta,ABC-1234,7.0:55,No
1488,09-07-24,TEISA 1,Diésel,110.57,1.8,199.03,Bus,199.02,Tarjeta,Unidad 303,13.0:19,Sí
1489,09-07-24,TEISA 1,Diésel,18.01,1.8,32.42,Bus,32.42,Efectivo,ABC-1234,12.0000000,No
1490,09-07-24,TEISA 1,Extra,26.2,2.4,62.88,Bus,62.88,Efectivo,XYZ-5678,7.000009,No
1491,09-08-24,TEISA 1,Súper,39.47,3.1,122.36,Bus,122.35,Transferencia,Unidad 404,6.000002,Sí
1492,09-08-24,TEISA 1,Súper,11.19,3.1,34.69,Camioneta,34.68,Efectivo,ABC-1234,13.0:46,Sí
1493,09-08-24,TEISA 1,Extra,9.61,2.4,23.06,Camioneta,23.06,Efectivo,KLM-4321,14.000004,Sí
1494,09-08-24,TEISA 1,Extra,75.58,2.4,181.39,Bus,181.39,Transferencia,Unidad 101,21.0:47,Sí
1495,09-08-24,TEISA 1,Diésel,68.27,1.8,122.89,Bus,122.88,Tarjeta,Unidad 303,17.0:51,Sí
1496,09-08-24,TEISA 1,Súper,41.49,3.1,128.62,Bus,128.62,Tarjeta,Unidad 303,8.0:14,Sí
1497,09-08-24,TEISA 1,Súper,35.84,3.1,111.1,Bus,111.11,Efectivo,Unidad 101,20.0:27,Sí
1498,09-08-24,TEISA 1,Extra,21.64,2.4,51.94,SUV,51.93,Tarjeta,KLM-4321,13.000007,Sí
1499,09-09-24,TEISA 1,Súper,17.91,3.1,55.52,Bus,55.52,Efectivo,TUV-8765,9.0:31,No
1500,09-09-24,TEISA 1,Súper,12.09,3.1,37.48,Camioneta,37.48,Tarjeta,TUV-8765,17.0:35,No
1501,09-09-24,TEISA 1,Extra,26.31,2.4,63.14,Motocicleta,63.14,Efectivo,ABC-1234,20.0:53,No
1502,09-09-24,TEISA 1,Súper,4.09,3.1,12.68,Camioneta,12.68,Tarjeta,XYZ-5678,19.0:45,No
1503,09-10-24,TEISA 1,Extra,53.32,2.4,127.97,Bus,127.97,Tarjeta,Unidad 303,12.000003,Sí
1504,09-10-24,TEISA 1,Diésel,20.07,1.8,36.13,Sedán,36.13,Efectivo,KLM-4321,8.0:36,Sí
1505,09-10-24,TEISA 1,Diésel,26.74,1.8,48.13,SUV,48.14,Tarjeta,XYZ-5678,20.0:41,Sí
1506,09-10-24,TEISA 1,Diésel,14.24,1.8,25.63,SUV,25.63,Tarjeta,KLM-4321,15.0:29,No
1507,09-10-24,TEISA 1,Extra,20.02,2.4,48.05,SUV,48.04,Transferencia,XYZ-5678,6.0:54,Sí
1508,09-11-24,TEISA 1,Diésel,28.28,1.8,50.9,Bus,50.9,Efectivo,ABC-1234,20.0:16,Sí
1509,09-11-24,TEISA 1,Diésel,41.93,1.8,75.47,Sedán,75.47,Efectivo,KLM-4321,21.0:34,Sí
1510,09-11-24,TEISA 2,Extra,32.53,2.4,78.07,SUV,78.06,Transferencia,TUV-8765,16.0:11,No
1511,09-11-24,TEISA 1,Extra,15.26,2.4,36.62,SUV,36.62,Transferencia,TUV-8765,10.0000000,No
1512,09-11-24,TEISA 1,Extra,32.45,2.4,77.88,Motocicleta,77.88,Tarjeta,ABC-1234,6.0:56,Sí
1513,09-11-24,TEISA 1,Extra,59.76,2.4,143.42,Bus,143.42,Tarjeta,Unidad 101,14.0:37,Sí
1514,09-12-24,TEISA 1,Diésel,27.03,1.8,48.65,Motocicleta,48.66,Transferencia,XYZ-5678,16.0:49,No
1515,09-12-24,TEISA 1,Súper,23.31,3.1,72.26,Camioneta,72.27,Efectivo,ABC-1234,12.0:12,No
1516,09-12-24,TEISA 1,Diésel,63.52,1.8,114.34,Bus,114.33,Efectivo,Unidad 404,11.0:53,Sí
1517,09-12-24,TEISA 1,Extra,15.48,2.4,37.15,Bus,37.16,Transferencia,KLM-4321,21.0:31,No
1518,09-13-24,TEISA 1,Diésel,60.39,1.8,108.7,Bus,108.7,Efectivo,Unidad 101,19.0:12,Sí
1519,09-13-24,TEISA 1,Súper,8.27,3.1,25.64,Camioneta,25.65,Transferencia,KLM-4321,5.0:31,Sí
1520,09-13-24,TEISA 1,Súper,7.84,3.1,24.3,Bus,24.29,Efectivo,TUV-8765,5.0000000,Sí
1521,09-13-24,TEISA 1,Diésel,32.1,1.8,57.78,Motocicleta,57.78,Efectivo,XYZ-5678,8.0:54,Sí
1522,09-13-24,TEISA 1,Súper,10.17,3.1,31.53,Camioneta,31.52,Tarjeta,TUV-8765,11.0:14,Sí
1523,09-13-24,TEISA 1,Diésel,25.38,1.8,45.68,Sedán,45.68,Tarjeta,KLM-4321,6.0:46,No
1524,09-14-24,TEISA 1,Súper,39.41,3.1,122.17,Bus,122.18,Tarjeta,Unidad 202,14.0:21,Sí
1525,09-14-24,TEISA 1,Extra,13.95,2.4,33.48,Sedán,33.48,Transferencia,XYZ-5678,9.0:38,No
1526,09-14-24,TEISA 1,Diésel,57.35,1.8,103.23,Bus,103.23,Tarjeta,Unidad 202,21.0:48,Sí
1527,09-14-24,TEISA 1,Súper,21.86,3.1,67.77,Sedán,67.78,Efectivo,TUV-8765,19.0:29,Sí
1528,09-14-24,TEISA 1,Súper,9.86,3.1,30.57,Bus,30.56,Transferencia,ABC-1234,10.0:54,Sí
1529,09-14-24,TEISA 2,Extra,6.89,2.4,16.54,Bus,16.53,Transferencia,TUV-8765,16.0:11,No
1530,09-14-24,TEISA 1,Súper,4.91,3.1,15.22,Camioneta,15.22,Efectivo,XYZ-5678,11.000005,Sí
1531,09-15-24,TEISA 1,Extra,7.18,2.4,17.23,Motocicleta,17.23,Efectivo,TUV-8765,19.0:11,No
1532,09-15-24,TEISA 2,Súper,58.75,3.1,182.12,Bus,182.11,Efectivo,Unidad 303,19.0:59,Sí
1533,09-15-24,TEISA 1,Extra,16.94,2.4,40.66,Camioneta,40.66,Efectivo,TUV-8765,19.0:51,Sí
1534,09-15-24,TEISA 2,Súper,58.55,3.1,181.5,Bus,181.52,Transferencia,Unidad 202,21.0:36,Sí
1535,09-15-24,TEISA 1,Súper,17.31,3.1,53.66,SUV,53.66,Transferencia,XYZ-5678,13.0:26,Sí
1536,09-16-24,TEISA 2,Extra,24.27,2.4,58.25,SUV,58.26,Tarjeta,KLM-4321,16.0:14,No
1537,09-16-24,TEISA 1,Extra,54.58,2.4,130.99,Bus,131.0,Tarjeta,Unidad 404,12.0000000,Sí
1538,09-16-24,TEISA 1,Diésel,37.21,1.8,66.98,Motocicleta,66.97,Transferencia,TUV-8765,6.000007,Sí
1539,09-16-24,TEISA 1,Diésel,86.62,1.8,155.92,Bus,155.91,Efectivo,Unidad 101,19.0000000,Sí
1540,09-16-24,TEISA 2,Extra,19.75,2.4,47.4,Sedán,47.39,Tarjeta,ABC-1234,15.0:27,No
1541,09-17-24,TEISA 2,Extra,23.41,2.4,56.18,Sedán,56.18,Transferencia,ABC-1234,9.0000000,Sí
1542,09-17-24,TEISA 1,Extra,16.37,2.4,39.29,Camioneta,39.29,Transferencia,KLM-4321,20.0:49,No
1543,09-17-24,TEISA 1,Súper,18.62,3.1,57.72,Camioneta,57.72,Efectivo,KLM-4321,17.0:15,No
1544,09-17-24,TEISA 1,Extra,25.63,2.4,61.51,Sedán,61.51,Transferencia,KLM-4321,7.0:36,No
1545,09-17-24,TEISA 1,Diésel,25.34,1.8,45.61,Motocicleta,45.62,Efectivo,TUV-8765,17.0:41,No
1546,09-18-24,TEISA 1,Diésel,28.06,1.8,50.51,Camioneta,50.5,Tarjeta,KLM-4321,14.0:38,No
1547,09-18-24,TEISA 1,Extra,6.92,2.4,16.61,Motocicleta,16.61,Efectivo,ABC-1234,11.0:47,Sí
1548,09-18-24,TEISA 1,Diésel,44.41,1.8,79.94,Motocicleta,79.94,Tarjeta,TUV-8765,17.0:32,No
1549,09-18-24,TEISA 1,Diésel,56.12,1.8,101.02,Bus,101.02,Efectivo,Unidad 404,18.000005,Sí
1550,09-18-24,TEISA 1,Extra,10.54,2.4,25.3,Bus,25.29,Tarjeta,KLM-4321,21.0:36,No
1551,09-18-24,TEISA 1,Extra,5.75,2.4,13.8,Camioneta,13.81,Transferencia,KLM-4321,5.0:37,No
1552,09-18-24,TEISA 2,Súper,16.83,3.1,52.17,SUV,52.16,Transferencia,KLM-4321,10.0:56,Sí
1553,09-19-24,TEISA 1,Súper,14.0,3.1,43.4,SUV,43.4,Efectivo,XYZ-5678,18.0:32,Sí
1554,09-19-24,TEISA 1,Diésel,30.42,1.8,54.76,Sedán,54.76,Transferencia,TUV-8765,17.0:58,No
1555,09-19-24,TEISA 1,Extra,46.5,2.4,111.6,Bus,111.61,Efectivo,Unidad 303,5.0:28,Sí
1556,09-19-24,TEISA 1,Diésel,10.11,1.8,18.2,Motocicleta,18.2,Tarjeta,KLM-4321,21.0000000,Sí
1557,09-20-24,TEISA 1,Súper,24.54,3.1,76.07,Camioneta,76.07,Transferencia,KLM-4321,11.0:45,No
1558,09-20-24,TEISA 1,Súper,50.88,3.1,157.73,Bus,157.73,Efectivo,Unidad 404,9.0:13,Sí
1559,09-20-24,TEISA 1,Extra,24.55,2.4,58.92,SUV,58.92,Transferencia,TUV-8765,11.0:33,Sí
1560,09-20-24,TEISA 2,Extra,52.12,2.4,125.09,Bus,125.09,Tarjeta,Unidad 101,7.0:19,Sí
1561,09-20-24,TEISA 1,Extra,44.71,2.4,107.3,Bus,107.3,Efectivo,Unidad 101,5.0:35,Sí
1562,09-20-24,TEISA 1,Súper,18.3,3.1,56.73,Camioneta,56.72,Transferencia,ABC-1234,19.0:57,Sí
1563,09-21-24,TEISA 1,Súper,46.64,3.1,144.58,Bus,144.57,Transferencia,Unidad 303,13.0:48,Sí
1564,09-21-24,TEISA 1,Diésel,18.39,1.8,33.1,Motocicleta,33.11,Transferencia,XYZ-5678,19.0:48,Sí
1565,09-21-24,TEISA 1,Extra,14.27,2.4,34.25,Camioneta,34.24,Transferencia,ABC-1234,15.0000000,Sí
1566,09-21-24,TEISA 1,Diésel,25.07,1.8,45.13,Motocicleta,45.12,Efectivo,TUV-8765,10.0:36,Sí
1567,09-21-24,TEISA 1,Súper,21.39,3.1,66.31,SUV,66.31,Transferencia,KLM-4321,19.0:18,No
1568,09-21-24,TEISA 1,Diésel,39.89,1.8,71.8,Bus,71.8,Efectivo,TUV-8765,7.0:15,Sí
1569,09-21-24,TEISA 1,Súper,23.37,3.1,72.45,Bus,72.44,Transferencia,KLM-4321,19.0000000,Sí
1570,09-21-24,TEISA 1,Súper,9.69,3.1,30.04,Motocicleta,30.05,Transferencia,KLM-4321,7.0:37,Sí
1571,09-22-24,TEISA 1,Diésel,21.84,1.8,39.31,Bus,39.32,Transferencia,KLM-4321,20.0:17,Sí
1572,09-22-24,TEISA 2,Diésel,7.69,1.8,13.84,Camioneta,13.85,Tarjeta,TUV-8765,21.0:12,No
1573,09-22-24,TEISA 1,Extra,65.31,2.4,156.74,Bus,156.75,Transferencia,Unidad 202,7.0:21,Sí
1574,09-22-24,TEISA 2,Diésel,103.49,1.8,186.28,Bus,186.29,Tarjeta,Unidad 202,18.0000000,Sí
1575,09-22-24,TEISA 1,Extra,73.25,2.4,175.8,Bus,175.8,Tarjeta,Unidad 202,14.0:46,Sí
1576,09-22-24,TEISA 1,Diésel,21.9,1.8,39.42,SUV,39.42,Tarjeta,KLM-4321,17.0:53,Sí
1577,09-23-24,TEISA 1,Súper,19.59,3.1,60.73,Bus,60.74,Efectivo,XYZ-5678,18.0:26,Sí
1578,09-23-24,TEISA 2,Diésel,6.29,1.8,11.32,SUV,11.33,Transferencia,TUV-8765,8.000009,No
1579,09-23-24,TEISA 1,Súper,17.33,3.1,53.72,Sedán,53.71,Transferencia,TUV-8765,17.000009,No
1580,09-23-24,TEISA 1,Súper,23.53,3.1,72.94,Camioneta,72.93,Tarjeta,TUV-8765,21.0:37,No
1581,09-24-24,TEISA 1,Súper,23.08,3.1,71.55,SUV,71.55,Efectivo,ABC-1234,18.0:49,No
1582,09-24-24,TEISA 2,Extra,33.0,2.4,79.2,Camioneta,79.21,Transferencia,TUV-8765,6.0:19,Sí
1583,09-24-24,TEISA 1,Extra,5.85,2.4,14.04,Motocicleta,14.04,Efectivo,TUV-8765,13.0:57,No
1584,09-24-24,TEISA 1,Súper,34.82,3.1,107.94,Bus,107.95,Efectivo,Unidad 101,7.0:51,Sí
1585,09-24-24,TEISA 2,Súper,7.4,3.1,22.94,Bus,22.94,Efectivo,TUV-8765,19.0:52,Sí
1586,09-24-24,TEISA 1,Súper,18.34,3.1,56.85,Camioneta,56.84,Transferencia,TUV-8765,13.000006,No
1587,09-24-24,TEISA 1,Súper,63.0,3.1,195.3,Bus,195.29,Tarjeta,Unidad 202,13.000001,Sí
1588,09-25-24,TEISA 1,Súper,13.23,3.1,41.01,Camioneta,41.0,Efectivo,KLM-4321,19.000005,Sí
1589,09-25-24,TEISA 1,Extra,4.23,2.4,10.15,Motocicleta,10.16,Transferencia,TUV-8765,17.0:43,Sí
1590,09-25-24,TEISA 1,Diésel,39.17,1.8,70.51,Bus,70.5,Efectivo,TUV-8765,20.000007,Sí
1591,09-25-24,TEISA 1,Diésel,7.09,1.8,12.76,Sedán,12.76,Transferencia,KLM-4321,8.0:57,No
1592,09-26-24,TEISA 1,Súper,38.86,3.1,120.47,Bus,120.46,Efectivo,Unidad 202,20.0:41,Sí
1593,09-26-24,TEISA 2,Extra,81.93,2.4,196.63,Bus,196.63,Tarjeta,Unidad 303,20.0:39,Sí
1594,09-26-24,TEISA 2,Extra,65.85,2.4,158.04,Bus,158.03,Tarjeta,Unidad 202,6.0:39,Sí
1595,09-26-24,TEISA 1,Súper,53.36,3.1,165.42,Bus,165.41,Transferencia,Unidad 303,6.000009,Sí
1596,09-26-24,TEISA 1,Extra,64.92,2.4,155.81,Bus,155.81,Efectivo,Unidad 101,12.0:15,Sí
1597,09-26-24,TEISA 1,Extra,16.81,2.4,40.34,SUV,40.35,Efectivo,KLM-4321,13.0:33,No
1598,09-26-24,TEISA 1,Extra,6.03,2.4,14.47,Bus,14.48,Efectivo,XYZ-5678,17.0:53,Sí
1599,09-26-24,TEISA 1,Diésel,22.89,1.8,41.2,Camioneta,41.21,Efectivo,TUV-8765,5.0:12,Sí
1600,09-27-24,TEISA 1,Diésel,71.21,1.8,128.18,Bus,128.17,Efectivo,Unidad 404,9.0:39,Sí
1601,09-27-24,TEISA 1,Diésel,22.98,1.8,41.36,Motocicleta,41.36,Tarjeta,ABC-1234,11.0:46,No
1602,09-27-24,TEISA 1,Diésel,26.32,1.8,47.38,Motocicleta,47.38,Tarjeta,XYZ-5678,10.0000000,Sí
1603,09-27-24,TEISA 1,Extra,26.25,2.4,63.0,Bus,63.01,Tarjeta,ABC-1234,12.0:54,No
1604,09-27-24,TEISA 1,Extra,78.4,2.4,188.16,Bus,188.16,Transferencia,Unidad 303,15.0:53,Sí
1605,09-27-24,TEISA 1,Súper,54.1,3.1,167.71,Bus,167.72,Tarjeta,Unidad 404,15.0:24,Sí
1606,09-28-24,TEISA 1,Súper,44.84,3.1,139.0,Bus,138.99,Tarjeta,Unidad 404,9.000001,Sí
1607,09-28-24,TEISA 1,Extra,68.2,2.4,163.68,Bus,163.68,Efectivo,Unidad 303,11.0:25,Sí
1608,09-28-24,TEISA 1,Súper,16.02,3.1,49.66,Sedán,49.66,Efectivo,KLM-4321,15.0:24,Sí
1609,09-28-24,TEISA 1,Extra,79.17,2.4,190.01,Bus,190.01,Transferencia,Unidad 202,5.0:44,Sí
1610,09-28-24,TEISA 1,Extra,25.24,2.4,60.58,Motocicleta,60.58,Tarjeta,TUV-8765,8.0:23,Sí
1611,09-28-24,TEISA 1,Diésel,31.29,1.8,56.32,Bus,56.33,Transferencia,TUV-8765,10.0:13,Sí
1612,09-28-24,TEISA 2,Diésel,37.85,1.8,68.13,Bus,68.13,Transferencia,TUV-8765,14.0:46,Sí
1613,09-29-24,TEISA 1,Extra,8.46,2.4,20.3,Bus,20.31,Efectivo,XYZ-5678,6.0:26,No
1614,09-29-24,TEISA 1,Diésel,97.51,1.8,175.52,Bus,175.51,Tarjeta,Unidad 404,21.0:56,Sí
1615,09-29-24,TEISA 2,Extra,52.38,2.4,125.71,Bus,125.7,Transferencia,Unidad 202,17.0000000,Sí
1616,09-29-24,TEISA 1,Súper,14.14,3.1,43.83,Motocicleta,43.83,Tarjeta,KLM-4321,13.0:55,No
1617,09-29-24,TEISA 1,Extra,5.42,2.4,13.01,SUV,13.01,Efectivo,TUV-8765,9.0:32,Sí
1618,09-29-24,TEISA 2,Súper,8.65,3.1,26.82,SUV,26.82,Efectivo,XYZ-5678,19.0:48,Sí
1619,09-29-24,TEISA 2,Diésel,9.03,1.8,16.25,Sedán,16.25,Tarjeta,ABC-1234,12.0:59,No
1620,09-29-24,TEISA 2,Diésel,85.26,1.8,153.47,Bus,153.46,Efectivo,Unidad 101,21.0000000,Sí
1621,09-30-24,TEISA 1,Diésel,30.44,1.8,54.79,Bus,54.8,Transferencia,TUV-8765,7.0:54,No
1622,09-30-24,TEISA 1,Extra,32.3,2.4,77.52,Motocicleta,77.53,Efectivo,ABC-1234,18.0:45,Sí
1623,09-30-24,TEISA 1,Extra,29.95,2.4,71.88,SUV,71.89,Efectivo,KLM-4321,14.000003,Sí
1624,09-30-24,TEISA 1,Diésel,72.33,1.8,130.19,Bus,130.2,Transferencia,Unidad 303,5.0:54,Sí
1625,09-30-24,TEISA 1,Diésel,32.19,1.8,57.94,Bus,57.95,Transferencia,ABC-1234,17.0:38,Sí
1626,09-30-24,TEISA 1,Extra,29.46,2.4,70.7,Sedán,70.7,Transferencia,XYZ-5678,9.0:47,No
1627,10-01-24,TEISA 1,Extra,47.79,2.4,114.7,Bus,114.7,Tarjeta,Unidad 404,10.0:32,Sí
1628,10-01-24,TEISA 1,Súper,11.52,3.1,35.71,Motocicleta,35.71,Tarjeta,KLM-4321,11.0:19,No
1629,10-01-24,TEISA 1,Súper,14.19,3.1,43.99,SUV,43.98,Transferencia,KLM-4321,19.0:34,No
1630,10-01-24,TEISA 1,Extra,45.27,2.4,108.65,Bus,108.66,Tarjeta,Unidad 404,13.000006,Sí
1631,10-01-24,TEISA 1,Diésel,12.84,1.8,23.11,Motocicleta,23.11,Tarjeta,XYZ-5678,0.0:22,No
1632,10-01-24,TEISA 1,Súper,23.38,3.1,72.48,Bus,72.47,Transferencia,ABC-1234,9.0:55,Sí
1633,10-01-24,TEISA 1,Extra,21.47,2.4,51.53,SUV,51.53,Transferencia,TUV-8765,15.0:29,No
1634,10-01-24,TEISA 1,Extra,46.35,2.4,111.24,Bus,111.25,Tarjeta,Unidad 202,11.0000000,Sí
1635,10-02-24,TEISA 1,Diésel,17.81,1.8,32.06,Camioneta,32.05,Tarjeta,XYZ-5678,14.0:32,No
1636,10-02-24,TEISA 2,Súper,11.99,3.1,37.17,Sedán,37.18,Tarjeta,ABC-1234,20.0:16,Sí
1637,10-02-24,TEISA 1,Diésel,97.72,1.8,175.9,Bus,175.9,Efectivo,Unidad 303,12.000007,Sí
1638,10-02-24,TEISA 1,Extra,58.11,2.4,139.46,Bus,139.47,Tarjeta,Unidad 101,10.0:47,Sí
1639,10-02-24,TEISA 1,Extra,4.76,2.4,11.42,Motocicleta,11.43,Transferencia,TUV-8765,16.0:23,No
1640,10-02-24,TEISA 2,Diésel,41.76,1.8,75.17,Camioneta,75.16,Transferencia,TUV-8765,10.0:42,No
1641,10-03-24,TEISA 2,Diésel,89.59,1.8,161.26,Bus,161.27,Tarjeta,Unidad 404,14.0:18,Sí
1642,10-03-24,TEISA 1,Diésel,10.38,1.8,18.68,SUV,18.69,Tarjeta,KLM-4321,15.0:31,Sí
1643,10-03-24,TEISA 1,Extra,12.43,2.4,29.83,Camioneta,29.82,Transferencia,TUV-8765,14.0:49,No
1644,10-03-24,TEISA 1,Súper,14.35,3.1,44.48,Bus,44.47,Tarjeta,ABC-1234,9.0:32,No
1645,10-03-24,TEISA 1,Súper,34.71,3.1,107.6,Bus,107.6,Transferencia,Unidad 101,12.0:53,Sí
1646,10-03-24,TEISA 1,Diésel,15.91,1.8,28.64,Motocicleta,28.63,Tarjeta,XYZ-5678,12.0000000,No
1647,10-04-24,TEISA 1,Extra,19.59,2.4,47.02,Bus,47.01,Tarjeta,XYZ-5678,8.0000000,Sí
1648,10-04-24,TEISA 1,Extra,25.76,2.4,61.82,Motocicleta,61.82,Tarjeta,ABC-1234,14.0:23,No
1649,10-04-24,TEISA 1,Súper,25.34,3.1,78.55,Camioneta,78.54,Efectivo,ABC-1234,20.0000000,No
1650,10-04-24,TEISA 1,Extra,28.09,2.4,67.42,Bus,67.41,Transferencia,XYZ-5678,14.0:45,Sí
1651,10-04-24,TEISA 1,Súper,8.52,3.1,26.41,SUV,26.4,Tarjeta,XYZ-5678,13.0:28,No
1652,10-04-24,TEISA 1,Súper,13.67,3.1,42.38,Camioneta,42.38,Transferencia,KLM-4321,15.0:53,Sí
1653,10-04-24,TEISA 1,Súper,9.02,3.1,27.96,SUV,27.97,Transferencia,KLM-4321,19.0:42,No
1654,10-05-24,TEISA 1,Extra,22.95,2.4,55.08,Camioneta,55.07,Efectivo,TUV-8765,5.0:33,Sí
1655,10-05-24,TEISA 1,Diésel,20.99,1.8,37.78,Camioneta,37.78,Efectivo,ABC-1234,17.000007,No
1656,10-05-24,TEISA 1,Diésel,39.15,1.8,70.47,Bus,70.47,Efectivo,ABC-1234,9.0:35,No
1657,10-05-24,TEISA 1,Extra,20.04,2.4,48.1,Bus,48.09,Tarjeta,TUV-8765,6.0:46,Sí
1658,10-05-24,TEISA 2,Diésel,16.25,1.8,29.25,Motocicleta,29.25,Transferencia,KLM-4321,6.0:38,Sí
1659,10-05-24,TEISA 1,Súper,32.58,3.1,101.0,Bus,101.01,Efectivo,Unidad 303,18.0:53,Sí
1660,10-05-24,TEISA 2,Diésel,25.62,1.8,46.12,Motocicleta,46.11,Efectivo,XYZ-5678,13.0000000,Sí
1661,10-05-24,TEISA 1,Diésel,8.34,1.8,15.01,SUV,15.01,Transferencia,XYZ-5678,12.0:14,No
1662,10-06-24,TEISA 1,Extra,12.87,2.4,30.89,Camioneta,30.88,Transferencia,ABC-1234,9.0:42,Sí
1663,10-06-24,TEISA 1,Diésel,40.53,1.8,72.95,Camioneta,72.96,Efectivo,TUV-8765,11.000002,Sí
1664,10-06-24,TEISA 2,Extra,49.09,2.4,117.82,Bus,117.82,Transferencia,Unidad 404,8.0000000,Sí
1665,10-06-24,TEISA 1,Diésel,10.09,1.8,18.16,Sedán,18.17,Transferencia,XYZ-5678,16.0:29,No
1666,10-06-24,TEISA 1,Diésel,7.02,1.8,12.64,Bus,12.63,Transferencia,XYZ-5678,8.000004,No
1667,10-06-24,TEISA 1,Súper,21.17,3.1,65.63,Motocicleta,65.64,Tarjeta,TUV-8765,13.0:59,Sí
1668,10-07-24,TEISA 2,Extra,18.12,2.4,43.49,Camioneta,43.48,Efectivo,KLM-4321,12.000009,Sí
